I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,Label
0.05263157894736842,0.005212306127637935,0.00023649048125812936,0.022988505747126436,0.0008431711509384712,0.00129366106080207,0.006634499396863691,0.003656307129798903,0.005144580450594288,0.25,0.05405405405405406,0.0,0.0025974025974025974,33,186,18,782,11,4,96,15,1,230,465,162,216,2,35,972,8,215,23,1,875,0,1,197,1,392,0
0.0,0.0002542588354945334,0.00011824524062906468,0.0,0.02615505090054816,0.01940491591203105,0.0,0.0,0.0008869966294128083,0.0,0.0,0.0,0.0,43,12,284,155,1,4,729,2,1,679,197,455,717,2,185,628,7,188,185,2,634,0,0,538,29,541,0
0.021052631578947368,0.04271548436308161,0.0,0.0,7.880104214378235e-05,0.0,0.00361881785283474,0.0,0.004080184495298918,0.25,0.13513513513513514,0.0,0.0,0,51,472,660,11,4,209,2,1,745,773,921,54,19,182,577,3,24,0,0,456,5,3,67,0,0,0
0.0,0.003686753114670735,0.0,0.0,0.11118630043882331,0.4540750323415265,0.0,0.003656307129798903,0.016852935958843355,0.0,0.0,0.0,0.0,26,51,251,271,1,4,373,17,0,194,306,837,398,2,637,79,7,495,0,0,414,0,1,490,0,0,0
0.031578947368421054,0.0002542588354945334,0.0018919238500650349,0.3563218390804598,2.2655299616337426e-05,0.0034497628288055198,0.0030156815440289505,0.04021937842778794,0.012772751463544438,0.5,0.08108108108108109,0.0,0.02077922077922078,33,126,1237,556,1,4,381,34,1,647,592,252,146,3,47,1001,8,2,23,1,225,0,2,67,27,410,1
0.042105263157894736,0.0001271294177472667,0.0008277166844034528,0.04597701149425287,0.000567367503435233,0.010133678309616215,0.024125452352231604,0.0603290676416819,0.0494944119212347,0.25,0.13513513513513514,0.0,0.005194805194805195,0,163,15,162,1,5,1101,2,1,319,906,102,93,13,45,909,4,111,23,3,693,5,0,382,13,393,0
0.0,0.0003813882532418001,0.000354735721887194,0.04597701149425287,0.0002590584260476845,0.0,0.0,0.07312614259597806,0.14493524924605286,0.0,0.0,0.0,0.005194805194805195,15,13,907,872,1,4,1153,5,1,711,368,1084,249,3,63,78,0,106,0,0,585,3,2,531,0,0,0
0.0,0.004830917874396134,0.0,0.06896551724137931,0.0029806494190885674,0.007977576541612765,0.0006031363088057901,0.010968921389396709,0.006386375731772219,0.0,0.02702702702702703,0.0,0.007792207792207792,33,12,839,632,9,4,63,17,1,194,44,832,612,3,710,876,7,188,45,2,561,0,2,431,27,545,1
0.010526315789473684,0.0008899059242308669,0.005439281068936975,0.0,0.00016449717547514567,0.00819318671841311,0.0006031363088057901,0.005484460694698354,0.0014191946070604932,0.25,0.02702702702702703,0.0,0.005194805194805195,33,4,312,284,1,4,152,17,1,92,570,141,794,13,120,1078,7,313,23,1,882,0,0,700,28,324,0
0.0,0.005212306127637935,0.00011824524062906468,0.011494252873563218,0.00620558206882286,0.0579991375592928,0.0006031363088057901,0.04204753199268738,0.037431257761220506,0.0,0.02702702702702703,0.0,0.0012987012987012987,48,42,154,414,1,5,50,5,1,312,795,871,273,13,184,260,8,484,0,0,13,0,0,437,0,0,0
0.0,0.0001271294177472667,0.0037838477001300697,0.034482758620689655,0.0028437326083637455,0.027598102630444158,0.0006031363088057901,0.012797074954296161,0.0015965939329430547,0.0,0.02702702702702703,0.0,0.003896103896103896,33,31,1101,771,1,0,838,17,1,380,621,874,745,2,39,582,4,124,23,2,475,0,10,686,1,458,0
0.031578947368421054,0.0005085176709890668,0.00011824524062906468,0.0,9.357623754574154e-05,0.0,0.044632086851628464,0.03656307129798903,0.020933120454142275,0.5,0.4594594594594595,0.0,0.0,35,51,1146,540,9,4,147,2,1,887,419,545,282,2,5,443,8,495,0,0,70,5,0,604,0,0,0
0.0,0.0002542588354945334,0.0,0.011494252873563218,0.00615140635234901,0.0,0.0,0.0018281535648994515,0.007450771687067589,0.0,0.0,0.0,0.0025974025974025974,27,183,1241,891,1,6,709,17,1,194,21,248,161,13,512,528,5,153,0,0,1059,0,8,547,0,0,0
0.0,0.012204424103737604,0.000354735721887194,0.034482758620689655,0.005865752574577799,0.0,0.0,0.005484460694698354,0.0005321979776476849,0.0,0.0,0.0,0.003896103896103896,18,13,907,872,1,4,560,2,1,194,612,1084,92,13,411,78,4,503,0,0,585,0,1,531,0,0,0
0.0,0.03229087210780574,0.0004729809625162587,0.0,0.001304157247479598,0.0,0.0,0.04936014625228519,0.0021287919105907396,0.0,0.0,0.0,0.011688311688311689,0,74,1070,819,1,1,657,17,1,130,835,1078,15,9,398,622,8,387,0,0,2,0,1,163,0,0,0
0.0,0.0001271294177472667,0.0024831500532103584,0.011494252873563218,8.569613333136331e-05,0.0,0.0,0.04021937842778794,0.126663118680149,0.0,0.0,0.0,0.0012987012987012987,33,37,148,236,1,4,897,2,1,194,594,79,486,2,48,1028,5,285,26,2,1022,3,8,509,18,103,0
0.0,0.0001271294177472667,0.0,0.0,0.0,0.0,0.0,0.0018281535648994515,0.00017739932588256165,0.0,0.0,0.0,0.0,0,102,562,484,1,5,963,11,0,194,797,495,758,2,453,716,2,85,0,0,877,3,0,536,0,0,0
0.0,0.4191456903127383,0.0,0.0,0.0044778692198204325,0.032125916343251404,0.006634499396863691,0.054844606946983544,0.03902785169416356,0.0,0.08108108108108109,0.0,0.0025974025974025974,0,74,1070,819,1,4,564,2,1,231,266,1078,613,9,398,622,8,387,0,0,2,5,3,163,0,0,0
0.0,0.0003813882532418001,0.0,0.0,0.010569189777534809,0.000646830530401035,0.015078407720144751,0.0,0.004612382472946603,0.0,0.08108108108108109,0.0,0.0,0,145,80,705,20,6,526,2,1,860,116,443,284,2,55,917,3,274,23,1,212,5,1,163,27,28,0
0.0,0.0002542588354945334,0.0013006976469197116,0.034482758620689655,0.01594145082568717,0.02695127210004312,0.0012062726176115801,0.005484460694698354,0.01827213056590385,0.0,0.05405405405405406,0.0,0.003896103896103896,0,238,581,273,1,0,681,2,1,264,884,442,246,13,748,925,0,364,23,1,479,0,0,194,28,244,1
0.0,0.0006356470887363335,0.00023649048125812936,0.022988505747126436,2.4625325669931986e-05,0.0,0.0,0.003656307129798903,0.0003547986517651233,0.0,0.0,0.0,0.0025974025974025974,0,13,634,872,9,4,683,2,1,891,653,761,461,13,594,217,8,106,0,0,1062,0,0,531,0,0,0
0.0,0.0001271294177472667,0.0,0.0,0.029680412523455622,0.0008624407072013799,0.0012062726176115801,0.0,0.0007095973035302466,0.0,0.02702702702702703,0.0,0.0,0,30,100,836,1,2,1080,2,1,472,888,47,322,13,687,333,0,493,7,2,261,3,1,622,24,269,0
0.0,0.0001271294177472667,0.01820976705687596,0.0,0.0240776584270327,0.0,0.0,0.014625228519195612,0.0,0.0,0.0,0.0,0.0,0,126,507,556,23,4,107,2,1,187,574,1018,168,9,451,1001,8,2,23,1,698,5,1,67,27,330,0
0.010526315789473684,0.004322400203407068,0.0,0.0,1.970026053594559e-06,0.00021561017680034498,0.0012062726176115801,0.003656307129798903,0.01401454674472237,0.25,0.05405405405405406,0.0,0.0,56,126,1033,456,1,4,383,5,1,708,792,841,689,13,175,774,0,464,23,3,467,5,7,67,27,248,0
0.0,0.004703788456648868,0.0004729809625162587,0.022988505747126436,0.13118895997399566,0.0,0.0,0.009140767824497258,0.0003547986517651233,0.0,0.0,0.0,0.005194805194805195,0,230,650,735,11,4,312,2,0,689,924,732,484,13,295,432,8,147,27,3,553,3,10,319,8,15,0
0.010526315789473684,0.0001271294177472667,0.00011824524062906468,0.05747126436781609,1.970026053594559e-06,0.001078050884001725,0.0006031363088057901,0.0018281535648994515,0.0008869966294128083,0.25,0.02702702702702703,0.0,0.006493506493506494,0,51,1073,986,1,4,126,2,1,430,894,853,68,3,251,890,7,37,0,0,493,3,11,18,0,0,1
0.0,0.0005085176709890668,0.00011824524062906468,0.011494252873563218,0.015971001216491088,0.0,0.0,0.0018281535648994515,0.0028383892141209863,0.0,0.0,0.0,0.0012987012987012987,33,125,21,819,1,0,612,2,1,194,767,680,269,2,219,245,5,175,0,0,1094,0,0,163,0,0,0
0.47368421052631576,0.0002542588354945334,0.0018919238500650349,0.05747126436781609,2.3640312643134706e-05,0.001078050884001725,0.030759951749095293,0.009140767824497258,0.04896221394358701,0.25,0.08108108108108109,0.01020408163265306,0.006493506493506494,52,37,665,781,9,5,490,17,1,76,658,633,102,3,169,504,4,285,23,2,653,5,0,175,28,2,0
0.010526315789473684,0.07449783879989828,0.0,0.13793103448275862,0.00013297675861763272,0.00258732212160414,0.0006031363088057901,0.02376599634369287,0.05534858967535923,0.25,0.02702702702702703,0.0,0.015584415584415584,33,215,634,872,0,5,207,5,1,819,737,761,328,13,536,217,8,89,0,0,1062,0,0,531,0,0,0
0.0,0.0025425883549453337,0.0,0.0,0.07169811320754717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51,304,895,1,1,1148,17,0,338,37,244,813,8,540,34,0,300,0,0,24,0,4,475,0,0,0
0.010526315789473684,0.0008899059242308669,0.0035473572188719402,0.011494252873563218,1.970026053594559e-05,0.00021561017680034498,0.0006031363088057901,0.0018281535648994515,0.00017739932588256165,0.25,0.02702702702702703,0.0,0.0012987012987012987,33,168,1157,67,7,5,583,2,1,628,511,701,400,14,779,515,7,69,0,0,1035,0,1,433,0,0,0
0.0,0.0002542588354945334,0.0,0.0,0.003641593160069542,0.0,0.0,0.0,0.0005321979776476849,0.0,0.0,0.0,0.0,0,154,1070,819,1,6,19,5,1,49,685,1078,405,2,176,622,1,1,0,0,2,0,2,163,0,0,1
0.010526315789473684,0.0001271294177472667,0.007449450159631075,0.27586206896551724,0.0002107927877346178,0.0071151358344113845,0.0006031363088057901,0.051188299817184646,0.0067411743835373425,0.25,0.02702702702702703,0.01020408163265306,0.04155844155844156,0,238,581,273,28,5,199,2,1,112,842,442,50,13,748,925,6,364,23,1,479,0,0,194,28,244,0
0.0,0.007627765064836002,0.00023649048125812936,0.022988505747126436,0.011377885472535374,0.02695127210004312,0.0012062726176115801,0.003656307129798903,0.0008869966294128083,0.0,0.02702702702702703,0.0,0.0025974025974025974,0,146,1282,227,1,4,945,2,1,273,562,1221,77,13,268,963,8,258,0,0,781,5,1,142,0,0,1
0.0,0.0003813882532418001,0.0,0.034482758620689655,0.021786518126702226,0.08753773178094007,0.0006031363088057901,0.06398537477148081,0.04080184495298918,0.0,0.02702702702702703,0.0,0.024675324675324677,33,125,21,819,1,4,706,2,1,746,561,680,382,2,788,245,7,0,0,0,1094,0,0,163,0,0,0
0.10526315789473684,0.0003813882532418001,0.00011824524062906468,0.011494252873563218,5.8115768581039485e-05,0.00021561017680034498,0.06212303980699638,0.038391224862888484,0.03228667731062622,0.5,0.3783783783783784,0.0,0.0012987012987012987,26,51,1025,133,1,4,1006,1,1,194,705,951,698,13,582,797,8,173,0,0,417,3,2,160,0,0,1
0.0,0.0017798118484617339,0.002601395293839423,0.04597701149425287,0.0058982580044621095,0.049374730487279,0.0012062726176115801,0.007312614259597806,0.08266808586127372,0.0,0.05405405405405406,0.0,0.005194805194805195,33,77,568,19,9,5,287,2,1,194,64,747,272,13,443,144,8,263,65,2,642,0,0,590,19,194,0
0.010526315789473684,0.0019069412662090005,0.001418942887548776,0.08045977011494253,0.0005289519953901391,0.03428201811125485,0.0006031363088057901,0.007312614259597806,0.026432499556501687,0.25,0.02702702702702703,0.0,0.10779220779220779,19,51,910,462,1,4,483,2,1,480,169,1074,112,8,439,340,7,128,0,0,817,0,2,588,0,0,0
0.0,0.0005085176709890668,0.0,0.0,0.0,0.0,0.0,0.8226691042047531,0.00017739932588256165,0.0,0.0,0.0,0.0012987012987012987,0,10,634,872,1,4,813,17,0,194,576,761,12,2,218,217,2,222,0,0,1062,0,8,531,0,0,0
0.042105263157894736,0.0002542588354945334,0.01643608844743999,0.16091954022988506,2.2655299616337426e-05,0.004527813712807245,0.0024125452352231603,0.021937842778793418,0.002483590562355863,0.25,0.02702702702702703,0.0,0.01818181818181818,56,126,954,556,1,0,970,2,1,176,25,232,567,3,47,1001,0,2,23,1,669,0,0,67,27,330,0
0.0,0.0002542588354945334,0.0013006976469197116,0.0,0.0015848859601168225,0.014661492022423459,0.0,0.0,0.019159127195316657,0.0,0.0,0.0,0.0,26,55,97,475,1,6,73,2,1,842,616,1044,648,16,503,344,8,379,23,3,556,5,1,294,23,149,0
0.0,0.0002542588354945334,0.00011824524062906468,0.011494252873563218,0.0035302866880414494,0.0579991375592928,0.0006031363088057901,0.007312614259597806,0.0026609898882384245,0.0,0.02702702702702703,0.0,0.0012987012987012987,0,31,793,233,1,0,991,5,1,194,714,344,79,13,163,324,7,516,23,2,89,0,1,545,1,486,0
0.0,0.013602847698957537,0.0,0.0,0.018698502287692754,0.050452781371280724,0.0006031363088057901,0.0018281535648994515,0.002483590562355863,0.0,0.02702702702702703,0.0,0.0012987012987012987,33,41,766,960,9,4,874,2,1,891,271,574,808,6,352,522,7,359,0,0,186,3,1,694,0,0,1
0.0,0.00928044749555047,0.0,0.0,0.029904010480538607,0.08236308753773178,0.0,0.005484460694698354,0.04665602270711371,0.0,0.0,0.0,0.0,33,146,434,509,11,4,60,2,1,250,269,515,420,8,490,731,8,236,0,0,93,0,2,610,0,0,1
0.0,0.002161200101703534,0.003310866737613811,0.034482758620689655,0.004484764311008013,0.02285467874083657,0.006031363088057901,0.005484460694698354,0.01401454674472237,0.0,0.08108108108108109,0.0,0.003896103896103896,0,12,1182,828,1,4,259,11,1,212,726,617,133,13,273,475,8,188,84,3,170,0,1,271,27,117,0
0.0,0.0003813882532418001,0.001064207165661582,0.04597701149425287,0.00451135966273154,0.014877102199223804,0.0006031363088057901,0.009140767824497258,0.005676778428241973,0.0,0.02702702702702703,0.0,0.005194805194805195,0,126,1194,55,1,5,259,17,1,895,373,771,133,2,787,120,7,510,23,2,1019,0,1,242,27,547,0
0.010526315789473684,0.0002542588354945334,0.00011824524062906468,0.011494252873563218,0.00026890855631565727,0.0017248814144027599,0.0048250904704463205,0.007312614259597806,0.009402164271775768,0.25,0.10810810810810811,0.0,0.0012987012987012987,26,96,1070,819,11,4,1099,5,1,873,308,1078,174,2,330,622,8,90,0,0,2,0,1,163,0,0,0
0.0,0.0006356470887363335,0.0005912262031453234,0.034482758620689655,0.0018025738390390214,0.01034928848641656,0.040410132689987936,0.007312614259597806,0.03796345573886819,0.0,0.21621621621621623,0.07142857142857142,0.005194805194805195,56,149,245,292,1,4,306,2,1,433,707,458,412,2,549,401,4,72,191,3,344,0,0,425,1,432,1
0.0,0.0001271294177472667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51,1152,937,1,0,955,22,0,194,572,794,493,2,625,747,2,475,0,0,780,0,8,8,0,0,0
0.010526315789473684,0.04360539028731248,0.0004729809625162587,0.022988505747126436,1.970026053594559e-06,0.0,0.00723763570566948,0.005484460694698354,0.0008869966294128083,0.25,0.08108108108108109,0.0,0.0,0,120,753,511,1,0,687,2,1,526,668,634,707,0,492,362,8,490,23,2,402,0,0,480,18,343,0
0.0,0.06229341469616069,0.0,0.011494252873563218,0.0013701531202750157,0.037516170763260026,0.010253317249698432,0.009140767824497258,0.07273372361185028,0.0,0.08108108108108109,0.0,0.0012987012987012987,43,10,767,1002,7,4,96,2,1,879,677,843,216,13,620,866,8,386,0,0,20,0,1,573,0,0,0
0.0,0.0001271294177472667,0.0,0.0,0.07007382672635845,0.030616645105648987,0.0,0.012797074954296161,0.011176157530601383,0.0,0.0,0.0,0.0,43,74,1070,819,1,5,438,2,0,723,2,1078,668,9,398,622,0,387,0,0,2,0,1,163,0,0,0
0.042105263157894736,0.0017798118484617339,0.008631902565921721,0.13793103448275862,0.0,0.000646830530401035,0.0024125452352231603,0.02010968921389397,0.0012417952811779316,0.25,0.02702702702702703,0.0,0.003896103896103896,26,77,1213,29,11,4,720,21,1,879,465,1211,216,2,723,1154,8,263,23,3,658,0,0,158,27,48,0
0.010526315789473684,0.0006356470887363335,0.00023649048125812936,0.034482758620689655,9.850130267972794e-07,0.00129366106080207,0.0006031363088057901,0.005484460694698354,0.0005321979776476849,0.25,0.02702702702702703,0.0,0.003896103896103896,0,51,1202,853,1,4,1004,2,1,580,199,420,647,3,13,964,7,204,0,0,188,0,11,406,0,0,0
0.0,0.007500635647088735,0.00023649048125812936,0.011494252873563218,0.0028476726604709348,0.00043122035360068997,0.021109770808202654,0.0018281535648994515,0.024303707645910947,0.0,0.4594594594594595,0.0,0.0012987012987012987,0,39,629,88,1,4,24,3,1,194,222,976,555,2,203,552,8,210,20,3,100,3,2,197,4,448,1
0.031578947368421054,0.0011441647597254002,0.000354735721887194,0.04597701149425287,0.0008205158513221337,0.017464424320827943,0.00361881785283474,0.07678244972577697,0.008869966294128083,0.25,0.05405405405405406,0.0,0.005194805194805195,40,192,178,260,1,5,278,5,1,555,852,642,460,2,497,980,8,171,0,0,1007,3,1,145,0,0,1
0.0,0.0002542588354945334,0.0009459619250325174,0.011494252873563218,0.004829518870387061,0.04764984907287624,0.00723763570566948,0.07495429616087751,0.01827213056590385,0.0,0.08108108108108109,0.01020408163265306,0.033766233766233764,33,13,907,872,1,4,767,2,1,194,396,1084,820,13,411,78,4,503,0,0,585,0,0,531,0,0,0
0.0,0.0006356470887363335,0.0009459619250325174,0.08045977011494253,0.0016666420413409967,0.0,0.0,0.027422303473491772,0.013304949441192123,0.0,0.0,0.0,0.00909090909090909,0,4,445,955,1,4,980,2,1,194,104,262,40,13,328,1049,1,40,23,1,1167,0,0,317,28,160,0
0.0,0.0003813882532418001,0.001064207165661582,0.011494252873563218,0.018471949291529382,0.0,0.0,0.003656307129798903,0.00017739932588256165,0.0,0.0,0.0,0.0025974025974025974,0,103,907,872,1,4,99,2,1,160,322,1084,267,3,554,78,7,242,0,0,585,3,11,531,0,0,0
0.0,0.003051106025934401,0.00023649048125812936,0.09195402298850575,0.0019040301807991412,0.07891332470892626,0.0012062726176115801,0.0712979890310786,0.015433741351782862,0.0,0.02702702702702703,0.0,0.03636363636363636,0,215,634,872,9,5,60,17,1,737,269,761,420,3,323,217,8,89,0,0,1062,0,2,531,0,0,0
0.0,0.004830917874396134,0.0005912262031453234,0.05747126436781609,0.08096610077668277,0.0,0.0,0.010968921389396709,0.0008869966294128083,0.0,0.0,0.0,0.006493506493506494,1,17,468,555,1,4,862,2,0,133,599,434,465,12,105,940,8,348,0,0,342,0,9,23,0,0,0
0.0,0.11708619374523263,0.0023649048125812936,0.011494252873563218,0.003307673743985264,0.0,0.0,0.031078610603290677,0.006563775057654781,0.0,0.0,0.0,0.02207792207792208,26,160,807,88,1,4,653,2,1,666,725,305,425,2,450,284,1,343,23,3,314,0,10,197,28,448,0
0.0,0.0005085176709890668,0.006030507272082299,0.13793103448275862,0.006494190885674463,0.02242345838723588,0.007840772014475271,0.018281535648994516,0.01632073798119567,0.0,0.10810810810810811,0.0,0.015584415584415584,0,12,137,616,11,4,1047,2,1,664,25,312,567,3,116,664,8,154,96,1,1042,5,0,184,27,483,0
0.0,0.024408848207475208,0.0,0.0,0.001304157247479598,0.015092712376024149,0.0006031363088057901,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0,160,1133,88,1,4,22,2,1,210,184,929,286,2,450,417,8,343,65,3,861,0,2,197,28,448,1
0.0,0.0003813882532418001,0.0009459619250325174,0.034482758620689655,0.0031579517639120777,0.016601983613626563,0.0030156815440289505,0.07678244972577697,0.012417952811779315,0.0,0.02702702702702703,0.0,0.03636363636363636,56,109,634,872,1,4,739,5,1,803,165,761,774,2,278,217,8,528,0,0,1062,0,0,531,0,0,0
0.0,0.10272056953979149,0.0,0.0,0.0017257428229488336,0.030616645105648987,0.0012062726176115801,0.0,0.008869966294128083,0.0,0.02702702702702703,0.0,0.0,0,31,144,857,11,4,839,2,1,157,195,249,84,14,707,136,0,84,23,3,785,0,0,433,1,530,1
0.0,0.0008899059242308669,0.016081352725552795,0.41379310344827586,0.004259196327871436,0.007977576541612765,0.00180940892641737,0.06764168190127971,0.006563775057654781,0.0,0.02702702702702703,0.0,0.048051948051948054,0,197,121,314,1,5,757,2,1,62,326,452,518,3,693,133,4,149,56,2,1091,0,7,169,13,75,0
0.0,0.09077040427154842,0.00023649048125812936,0.011494252873563218,0.03393763882527347,0.4206554549374731,0.0030156815440289505,0.0018281535648994515,0.0028383892141209863,0.0,0.0,0.0,0.0012987012987012987,34,49,892,872,9,4,578,17,1,194,704,780,715,13,525,642,6,415,23,3,1002,0,1,531,8,277,0
0.010526315789473684,0.0006356470887363335,0.00023649048125812936,0.022988505747126436,5.8115768581039485e-05,0.00043122035360068997,0.0048250904704463205,0.021937842778793418,0.0624445627106617,0.25,0.13513513513513514,0.0,0.0025974025974025974,56,126,396,997,1,4,454,19,1,193,86,261,451,2,787,1116,8,510,23,2,544,5,1,67,27,164,0
0.0,0.0003813882532418001,0.0,0.0,0.006441985195254208,0.1269943941354032,0.02533172496984318,0.0,0.061912364733014015,0.0,0.16216216216216217,0.0,0.0,36,154,21,819,11,4,511,2,1,748,551,680,359,2,176,245,8,1,0,0,1094,0,2,163,0,0,0
0.0,0.02008644800406814,0.0016554333688069056,0.0,0.0,0.08796895213454076,0.006634499396863691,0.018281535648994516,0.2284903317367394,0.0,0.16216216216216217,0.0,0.0,6,64,493,605,1,5,674,2,1,319,91,578,808,13,566,399,8,163,23,1,319,0,0,248,29,324,0
0.021052631578947368,0.0002542588354945334,0.000354735721887194,0.011494252873563218,8.274109425097147e-05,0.00021561017680034498,0.0030156815440289505,0.0018281535648994515,0.029803086748270355,0.25,0.08108108108108109,0.0,0.0012987012987012987,33,63,150,953,11,5,361,5,1,207,876,37,697,13,472,837,3,347,23,1,1194,0,0,216,27,91,0
0.010526315789473684,0.0003813882532418001,0.0005912262031453234,0.022988505747126436,5.8115768581039485e-05,0.00043122035360068997,0.0006031363088057901,0.003656307129798903,0.0003547986517651233,0.25,0.02702702702702703,0.0,0.0025974025974025974,56,131,763,972,1,4,72,5,1,194,210,201,234,13,527,117,7,392,172,2,907,0,7,291,2,438,0
0.021052631578947368,0.0002542588354945334,0.001064207165661582,0.05747126436781609,4.334057317908029e-05,0.001078050884001725,0.0012062726176115801,0.007312614259597806,0.0008869966294128083,0.5,0.05405405405405406,0.0,0.006493506493506494,26,60,1161,39,7,4,484,17,1,743,263,1146,693,2,746,288,0,478,23,3,232,0,0,420,8,94,0
0.0,0.0003813882532418001,0.00011824524062906468,0.04597701149425287,0.014358534891623942,0.0,0.0,0.027422303473491772,0.07628171012950151,0.0,0.0,0.0,0.005194805194805195,0,13,907,872,1,5,933,2,1,194,586,1084,110,13,594,78,5,106,0,0,585,0,0,531,0,0,0
0.0,0.010170353419781336,0.0004729809625162587,0.25287356321839083,0.011844781647237285,0.0,0.0,0.07678244972577697,0.003902785169416356,0.0,0.0,0.0,0.02857142857142857,0,215,634,872,9,4,808,2,1,50,149,761,397,2,479,217,8,89,0,0,1062,0,0,531,0,0,0
0.0,0.0002542588354945334,0.000354735721887194,0.0,0.0016223164551351192,0.010996119016817595,0.0006031363088057901,0.0,0.007982969664715274,0.0,0.02702702702702703,0.0,0.0,27,147,1071,716,11,0,720,2,1,136,465,1055,216,8,405,359,7,76,23,3,393,0,0,617,1,16,0
0.05263157894736842,0.013729977116704805,0.006148752512711363,0.47126436781609193,0.00011130647202809258,0.009702457956015525,0.0030156815440289505,0.08043875685557587,0.007628171012950151,0.25,0.02702702702702703,0.0,0.05584415584415584,0,199,4,530,1,5,459,2,1,441,316,69,355,13,279,786,8,405,53,3,989,0,0,175,26,150,1
0.0,0.0022883295194508005,0.012533995506680856,0.08045977011494253,0.0100294026388499,0.0,0.0,0.0603290676416819,0.0012417952811779316,0.0,0.0,0.0,0.02207792207792208,0,10,853,404,7,4,929,17,1,194,522,916,105,2,94,854,5,280,0,0,909,0,2,712,0,0,0
0.0,0.007627765064836002,0.0018919238500650349,0.1839080459770115,0.03979452628261009,0.3096162138852954,0.0,0.029250457038391225,0.16072378924960085,0.0,0.0,0.0,0.02077922077922078,0,17,392,380,1,4,293,2,1,194,719,839,656,13,275,113,5,428,0,0,802,0,1,23,0,0,0
0.0,0.0038138825324180014,0.0004729809625162587,0.1724137931034483,0.0046433514083223755,0.21970677015955153,0.0006031363088057901,0.03290676416819013,0.037431257761220506,0.0,0.02702702702702703,0.0,0.024675324675324677,33,10,767,1002,1,5,139,2,1,517,488,843,395,13,619,866,4,280,0,0,20,0,0,573,0,0,0
0.0,0.014747012458682937,0.00023649048125812936,0.022988505747126436,0.007096033845047601,0.0,0.0,0.003656307129798903,0.0005321979776476849,0.0,0.0,0.0,0.0025974025974025974,0,12,459,882,1,0,695,2,1,207,876,581,697,2,185,906,8,188,34,2,143,0,0,175,27,150,1
0.010526315789473684,0.07780320366132722,0.0009459619250325174,0.05747126436781609,6.20558206882286e-05,0.004959034066407935,0.0024125452352231603,0.03656307129798903,0.01933652652119922,0.25,0.08108108108108109,0.0,0.014285714285714285,0,215,907,872,1,4,720,5,1,294,465,1084,216,3,161,78,0,252,0,0,585,0,0,531,0,0,0
0.021052631578947368,0.0001271294177472667,0.0,0.0,0.00033687445516466955,0.00043122035360068997,0.0012062726176115801,0.005484460694698354,0.0005321979776476849,0.25,0.02702702702702703,0.0,0.0,19,181,125,525,1,5,814,2,1,98,229,762,342,2,735,719,8,123,23,3,180,0,1,697,1,229,0
0.0,0.007882023900330536,0.00023649048125812936,0.0,0.02687608043616377,0.0,0.0,0.038391224862888484,0.0,0.0,0.0,0.0,0.0025974025974025974,40,43,1070,819,1,4,1051,2,1,724,753,1078,162,3,129,622,7,20,0,0,2,0,2,163,0,0,0
0.0,0.08415967454869056,0.002128414331323164,0.022988505747126436,0.003388444812182641,0.0,0.0,0.02010968921389397,0.012240553485896753,0.0,0.0,0.0,0.01038961038961039,0,12,134,642,1,0,249,5,1,194,503,444,201,3,710,379,5,188,23,3,346,0,0,67,27,190,0
0.0,0.0006356470887363335,0.0027196405344684874,0.0,0.004291701757755746,0.020482966796032773,0.0006031363088057901,0.014625228519195612,0.00869256696824552,0.0,0.02702702702702703,0.0,0.012987012987012988,33,238,435,480,1,0,953,34,1,330,76,97,163,13,814,347,7,435,23,1,215,0,0,540,28,197,0
0.0,0.0003813882532418001,0.00011824524062906468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,52,1144,540,1,5,698,2,0,194,194,769,397,2,772,1010,2,181,23,1,954,0,3,604,1,336,0
0.031578947368421054,0.001271294177472667,0.002246659571952229,0.24137931034482757,0.00013691681072482183,0.005390254420008625,0.00180940892641737,0.04021937842778794,0.004257583821181479,0.25,0.02702702702702703,0.04081632653061224,0.03116883116883117,33,150,1188,571,11,1,335,2,1,194,609,826,304,19,815,699,6,251,23,3,680,0,3,693,4,455,1
0.0,0.008899059242308669,0.0,0.05747126436781609,0.001964115975433775,0.007761966364812419,0.012062726176115802,0.04204753199268738,0.047897817988291645,0.0,0.05405405405405406,0.0,0.02207792207792208,75,130,241,45,11,4,440,5,1,267,502,82,12,13,423,184,6,488,23,1,419,0,0,163,1,544,0
0.031578947368421054,0.03470633104500381,0.0,0.0,3.940052107189118e-06,0.00021561017680034498,0.00180940892641737,0.0,0.0,0.25,0.02702702702702703,0.0,0.0,56,51,77,396,1,5,282,5,1,294,465,136,216,2,2,374,0,336,0,0,765,1,0,221,0,0,0
